movie_id,actor_id,actor_name,is_director,title,return
13818,5064.0,Meryl Streep,False,Heartburn,0.0
29968,31.0,Tom Hanks,True,Nothing in Common,0.0
9489,31.0,Tom Hanks,True,You've Got Mail,3.858792230769231
11873,500.0,Tom Cruise,False,The Color of Money,3.7894189855072464
10015,190.0,Clint Eastwood,True,Heartbreak Ridge,2.8482678
31638,35.0,Sally Field,True,Beyond the Poseidon Adventure,0.0
1641,18277.0,Sandra Bullock,False,Forces of Nature,1.2518424
10354,190.0,Clint Eastwood,True,True Crime,0.0
603,6384.0,Keanu Reeves,True,The Matrix,7.357418777777778
9077,190.0,Clint Eastwood,True,Tarantula,0.0
